Unique_member_identifier,City,StateProv,FSA,PointsTotal,LanguagePreference,gender,age_class
D61A4E8A-8B79-4725-8E10-27EEA640D9DA,Quebec,QC,G1B,1000,French,Female,18-24
94906C95-B15D-4AF5-B333-29BC87E30084,Richmond Hill,ON,L4B,276,English,Female,25-34
35FD2AA9-ADBA-4D17-9809-49527A6DA776,Nepean,ON,K2E,1207,English,Male,55+
F890B1B7-41A6-4D2D-A7EE-54CD0612F965,Richmond,BC,V6Y,1365,English,Male,25-34
A9FAC09E-AC88-4CDB-A0AB-B3142FF5D13F,Ottawa,ON,K0A,0,English,Female,18-24
1E195EEA-7FD0-4986-8014-A9E31B7B865E,Niagara Falls,ON,L2h,1492,English,Female,25-34
6894FFCB-5459-4B9D-928A-C6A95F9484EB,New Westminster,BC,V3l,946,English,Female,35-44
245FF141-E3DC-4632-BAEF-A1BD1E3D6D2A,Tecumseh,ON,N8n,314,English,Female,18-24
D0FFC227-2F47-4308-BA9E-090BEDAE5226,Kelowna,BC,V1W,0,English,Female,14-17
55CD147E-5CE0-4EC9-B456-06F40B635C23,Scarborough,ON,M1B,1177,English,Female,18-24
76E3B949-1B94-4885-B03E-9A9375EF5E3F,St John,NB,E2L,1130,English,Female,55+
0327D686-1FB6-49F5-B257-B5CBA0DB0C98,Markham,ON,L3R,2501,English,Female,55+
8ABC5A64-2AC0-469F-9DB3-2D9DC2D21156,Edmonton,AB,T5Z,912,English,Female,14-17
9A689DC0-4968-4E41-B263-C5E22C753459,Mulgrave Et Derry,QC,J8L,0,French,Male,35-44
D2F33045-674F-496D-A743-4B6E8E29AD8D,Pitt Meadows,BC,V3Y,329,English,Female,55+
5450F043-9B05-443D-9E07-5BB365D450FA,Val Caron,ON,P3N,891,English,Male,18-24
008FE711-843B-48AE-96A3-27C15EFFA321,Montreal,QC,H4E,750,English,Male,55+
A6CF999E-668D-4D6D-8FA1-E0B874AB3AC8,Chester,NS,B0J,7166,English,Female,25-34
54CCE8D5-12C7-415F-A047-9AB69BE2120E,Grande Prairie,AB,T8X,1229,English,Female,35-44
FB5D4194-79B6-4C22-A79A-68561639C2D8,Ottawa,ON,K1T,1494,English,Male,25-34
CA2E75CF-D705-4F0C-8E38-BD754DF1A63B,Elliot Lake,ON,P5A,409,English,Female,35-44
D1FD5059-2A0C-48B5-A1BE-E20174F671FD,Riviereduportage,NB,E9H,1743,French,Female,18-24
92E091C5-1208-441C-9C48-3176AD903BB4,Orilli,ON,l3v,85,English,Male,25-34
D9D2D6F7-85CF-4EBA-839F-720E04AD000D,Toronto,ON,M9W,0,English,Male,18-24
F7E5DFF5-DE8C-4CB7-8D49-FFE503B43ADB,Toronto,ON,M1R,1234,English,Female,25-34
4184CE16-16AE-48A0-AC55-D3ABD54BF08B,Brampton,ON,L6V,620,English,Female,18-24
10278C05-812B-47F9-9331-B7D9C0ABF05C,Parksville,BC,V9P,595,English,Female,18-24
E8B2200E-551C-4B60-B9F7-A4BD01EDD77E,Ajax,ON,L1T,400,English,Female,14-17
D364A3F6-7E02-4A7F-A673-9423D665FFFC,Peterborough,ON,K9H,1635,English,Female,14-17
FE29CDE4-0840-4712-82B3-D4CC73A52947,Vaughan,ON,L4J,400,English,Female,14-17
59C11CF4-EBE6-44BB-8B59-B7767019C83F,Coquitlam,BC,V3K,0,English,Male,35-44
176023D0-9B38-471B-A469-18F6AEF0617B,Brampton,ON,L6Y,844,English,Male,18-24
06464B82-ED27-4651-8CCC-4931470B20C1,Calgary,AB,T3V,1705,English,Female,25-34
BFC3FE59-0798-43E9-AE4F-6F48A4B296AC,Ashton,ON,K0A,2468,English,Male,45-54
B49D77CA-605B-4733-AB4D-4C1145A1DD41,Caledon,ON,L7C,484,English,Female,35-44
E9F8DD47-8C18-43D0-AA5E-3E8D0D7432E8,Vancouver,BC,v6r,400,English,Male,25-34
80DE2E78-3CBD-4029-B796-4F9DA9D9FD07,Scarborough,ON,M1G,781,English,Male,25-34
8D316166-F454-4AD3-BC1E-68B429AAAF8C,Langley,BC,v1m,1020,English,Male,35-44
BC0282DA-FB34-4438-BBCD-B5E480F6E3C8,Stphilippe,QC,J0L,603,French,Female,55+
3CA6E2D8-CE4E-4AB9-B6CE-EA2B7602135C,Sherwood Park,AB,T8A,849,English,Male,45-54
B67FBFF9-3788-449E-B607-33C892C93DCB,Kamloops,BC,V2B,844,English,Female,55+
796F8D01-E1D8-4FEC-A754-2B5D5527D28D,Richmond Hill,ON,L4E,2619,English,Male,18-24
4857BA24-D758-46F4-89A8-04DDD953F525,Victoria,BC,V8W,350,English,Male,18-24
A8E2151C-B1C8-485F-88BC-D4EEDE84DB8E,Vancouver,BC,V6R,370,English,Female,25-34
9A3DCF56-E72A-4405-B1CC-16135B04ADD9,Mississauga,ON,L5B,421,English,Female,18-24
3E84C354-7A5C-40AF-B488-33643CB3AF03,Erin,ON,N0B,1688,English,Female,35-44
27036C3B-1E72-44DB-B971-023CB99422DD,Windsor,ON,N9B,1879,English,Female,18-24
55E5AF04-95E8-47B4-856A-5800E8F8AB65,Surrey,BC,V3W,1069,English,Female,35-44
3C36CC43-AC05-4A21-A6A5-242C4D8630CB,Toronto,ON,M4G,4113,English,Female,35-44
0C831337-8E8B-4B6F-8F1A-DFDEF912DB51,Verdun,QC,H4G,267,French,Female,18-24
E35A94C3-D99F-4E4B-9A6C-59B524EEFE9D,Toronto,ON,M1n,2479,English,Male,35-44
BCE79BDA-E949-4A73-85AD-CBD35982BC3E,Tottenham,ON,L0G,1298,English,Male,45-54
AD2B6569-8792-409B-9F4F-FB9557066568,Ottawa,ON,K1H,297,English,Female,45-54
AA132C5D-A112-49E5-A587-17EA22D02929,London,ON,N6G,1115,English,Male,14-17
C4DE4950-2A9A-4F48-B377-C93801114949,Saintremi,QC,j0l,750,French,Female,18-24
7B12F208-E8C9-4792-8F15-669EA7F67EE4,Calgary,AB,t2z,0,English,Female,35-44
48591CEE-D4BA-406C-A48F-46ECDAD92A1D,Amherst,NS,B4H,1915,English,Male,45-54
D206A415-92C2-4C04-890F-D0BD5BD651A5,Vancouver,BC,V5X,1985,English,Male,18-24
5BE47857-CF56-4031-90C6-13BF5D64DBDF,Nepean,ON,K2E,275,English,Male,45-54
17C8B12A-9908-427E-9D85-11C5654A214E,Calgary,AB,T2Z,1585,English,Male,35-44
3C5A32A0-85D2-4D36-99F2-895AC3B662DC,Barrhead,AB,T7N,0,English,Female,45-54
16D3E4EA-49E5-4284-915B-0A479E50B42A,Calgary,AB,T2T,800,English,Male,18-24
A9F23BAB-D942-4DC5-8855-FCB42597798B,Oakbank,MB,R0E,869,English,Female,35-44
F436FB75-8A9C-4FD1-B546-587CF54E4128,Guelph,ON,N1H,955,English,Male,14-17
5B723FC4-7165-4E9E-8E56-C3689C74D5C6,La Prairie,QC,J5R,787,French,Female,35-44
8756E500-649B-4BA6-951A-8EB3A6B11505,Simcoe,ON,N3Y,544,English,Female,18-24
145FD420-0DF4-4A04-B906-03AA26C7032F,Hamilton,ON,L8H,734,English,Female,25-34
8A985B20-7EAB-4988-8A7F-F1340E64D3CB,Morley,AB,T0L,6938,English,Female,35-44
08BE3344-4D9E-4484-9A79-A1EE1A0A9636,Thornhill,ON,L4J,96,English,Male,45-54
3FD8E19D-463D-44A9-A682-D4490F1EAC03,Cobden,ON,K0J,565,English,Female,25-34
373C98BE-333C-44BE-9A13-B06F9C200039,Neuville,QC,G0A,5173,French,Female,45-54
0C39E93E-49DC-465E-BCEC-07D18487FF67,Laval,QC,H7W,310,French,Female,18-24
C544E494-C9D6-41FB-94F7-E6DC5510E749,Vancouver,BC,V6T,978,English,Female,18-24
62B5CF72-96E2-443F-A47F-C64ACB890691,Maple Ridge,BC,V4R,452,English,Female,45-54
EA1195A8-1819-46EB-B1B7-4298DF1239EF,Dollard Des Ormeaux,QC,H9B,0,English,Female,14-17
C4BBCC30-A519-440D-B522-78FB4CBB274C,Granby,QC,J2J,0,English,Female,25-34
B416CA99-F795-4B1A-A106-A02625705DA4,Port Alberni,BC,v9y,550,English,Female,25-34
DC18DD4C-0318-452B-844C-D7C0483EE57A,Gatineau,QC,j8t,570,English,Female,25-34
77E0BAA0-BC0F-4103-82F2-D6580A2BC924,Toronto,ON,m3a,0,English,Female,14-17
96980DD7-0267-47FE-B80A-73FBFB529D43,Gatineau,QC,J8T,797,English,Male,35-44
2C7CD917-AA86-4E9C-ADCB-4724353E4EA7,Mississauga,ON,l5c,1309,English,Male,18-24
41A3F97A-FF15-4C96-ABA2-C0A568402A0B,Oakville,ON,L6J,3617,English,Male,18-24
3F198829-AC57-4E28-A578-8678CF340E64,London,ON,N6J,1539,English,Prefer not to answer,35-44
0B469D81-0226-4611-92B1-74AC2E3D9B9C,Kanata,ON,K2K,567,English,Male,18-24
FF5D8EC2-8B27-44D8-9027-1EFCCEF7131E,Vancouver,BC,V6E,1099,English,Female,25-34
884FF974-035B-4EED-8246-8CBF8B017C2D,Mississauga,ON,L5A,2678,English,Female,25-34
B13689B7-68D2-49E6-A316-24D1538AFD13,Orleans,ON,K1W,11545,English,Male,25-34
B11F31D3-27C7-466F-A289-1B9BD0BD513A,Brampton,ON,L6W,800,English,Female,45-54
8796191B-91D4-44D9-BCB6-C0FDF613E7EA,Toronto,ON,m5v,0,English,Male,18-24
E68E23AD-437A-4209-8312-4D1FA8C669FD,South Porcupine,ON,P0N,4635,English,Female,18-24
8ABE2DC8-971C-45A9-A0EC-5AA8A50F03E0,Abbotsford,BC,V3G,0,English,Male,18-24
08777FCA-0942-4FF4-BECD-09EA0C334CDD,Tyubnlkm,ON,M1E,425,English,Female,14-17
8B0537FA-169A-4DF9-A982-DFCED962BF25,Surrey,BC,v3s,1010,English,Male,35-44
069C5EF5-884C-43ED-827B-54D72631A7A6,Hornell Heights,ON,P0H,0,English,Female,25-34
1B3C3B88-0A21-4236-A47D-FB423EE31EF1,Edmonton,AB,t5b,750,English,Female,25-34
DC26A18F-EAAF-4626-9839-E0741AEFC455,Kamloops,BC,V2B,1070,English,Female,25-34
4C4D7E3D-3BD9-4CCE-B72E-51C731AC8167,Montreal,QC,H3H,2043,English,Male,25-34
0B09F899-281F-4010-9FF4-9E4391B83C72,Mississauga,ON,L5J,459,English,Male,45-54
39189E89-0C3D-4C3E-A25F-15D1986735D6,Markham,ON,L3R,305,English,Female,55+
F2181AAA-4087-492D-A3EF-E3B877C7441B,Saskatoon,SK,s7h,1318,English,Male,25-34
1D522887-27A0-4C7C-B105-4D9FACC65EAE,Whitby,ON,L1R,0,English,Male,14-17
AAE9326D-0924-42ED-8E4D-0DFF6DF0A21B,Moncton,NB,E1G,2736,English,Female,18-24
802DA72C-7B8D-437B-AD4E-FBFCC6879ECE,New Waterford,NS,B1H,834,English,Male,55+
8EC8F6A3-1CC2-4078-8942-277A79DA650D,North York,ON,M3J,1215,English,Male,25-34
5F2A6B22-4DF9-4602-B581-D3CE0D574847,Ottawa,ON,K1H,1979,English,Male,25-34
501468AB-AF2B-4051-B3C0-762A9AF325AA,Windsor,ON,N9A,849,English,Prefer not to answer,25-34
7637BF15-28DC-4349-9140-DC522064BF57,Maple,ON,L6A,252,English,Male,45-54
B3E6A0A2-F764-4923-A567-CB5FB5850989,Battersea,ON,K0H,129,English,Female,14-17
0B7F2523-93A9-4F8D-A781-D7D3BAF59323,Courtice,ON,L1E,301,English,Female,35-44
4A9F0053-8146-4108-859A-90B6EF886BAC,Edmonton,AB,T5Y,900,English,Female,25-34
AE448153-96C3-43C3-9BA3-45D9A1BBC6FE,Toronto,ON,M4Y,100,English,Male,55+
97996B83-4724-4688-B171-23669F1C5148,Toronto,ON,m3n,880,English,Male,25-34
C627F89F-9EA1-4DAC-B555-00C787E008A2,Montreal,QC,h2n,0,English,Female,25-34
468FCD32-776C-47EE-ACFF-77D694B40B20,Toronto,ON,M2N,0,English,Female,45-54
46063EEE-C775-4218-9024-62A82E5AD4E5,Surrey,BC,V4N,0,English,Male,55+
ADDA4451-C0D0-4C07-A74D-0543CECB1A9A,Ajax,ON,m1b,0,English,Male,25-34
0E182F17-33D0-4547-9A79-718DA22DD013,Toronto,ON,m4h,800,English,Male,35-44
C35E9501-4BAF-46F2-A3E4-411460304E52,Vaughan,ON,L6A,120,English,Female,18-24
1D7986F4-1900-4C5A-AFC9-1F978119C45B,Montréal,QC,H3W,2050,French,Female,55+
44E277E0-BFFD-437A-AAF8-A02E4DF06870,St John,NB,E2J,327,English,Female,35-44
B0D258C6-9C99-4520-96DD-448C389F9D3A,Balgonie,SK,S0G,2491,English,Male,25-34
0E752BC1-4355-440A-AA4D-562738FEE7FE,Cochrane,AB,T4c,0,English,Female,18-24
05B23937-B737-4917-8EE6-8EC508488D95,Mirabel,QC,j7j,0,French,Male,25-34
CB645C7E-65A5-49C1-BDDB-BFDA6B5CC111,Princeville,QC,G6L,0,French,Male,14-17
86BFCA73-C546-4235-BA13-1F58EE21CBB9,London,ON,N5z,1961,English,Female,45-54
520B82A7-C289-44D0-9168-E91913253E31,Calgary,AB,T2w,0,English,Male,55+
2B39625D-DBB3-4E4B-8E69-DFDB7B9F573D,North Kentville,NS,b4n,0,English,Female,45-54
17AC96B8-DC00-4073-9FA4-D09EFAF4A06D,Burnaby,BC,V5H,1048,English,Female,14-17
CB788C57-9475-4B4C-B470-CB929CFC676F,Toronto,ON,M4X,1140,English,Male,35-44
5874302F-00A6-457A-9AA3-B7CC8FC31C3A,Ottawa,ON,K2j,723,English,Female,35-44
F244EBBB-C24A-428C-B2BD-DAC647CEC437,Terrace,BC,V8g,480,English,Male,25-34
D445323F-48C8-4E6C-AE9D-C46B843F7975,Hamilton,ON,L8T,2935,English,Male,35-44
DB8DF5C8-B132-4827-BD2D-408D16ADDE27,Brampton,ON,L6Y,1518,English,Male,18-24
EBAB6457-C890-42CA-ADE1-E51D63E138FB,Shelburne,NS,B0T,1327,English,Female,25-34
490F7369-E494-426C-AABC-3890901C4F0E,Port Elgin,ON,N0H,0,English,Male,45-54
1E78D942-DA6A-4A1E-B5D4-231C254051DA,Regina,SK,s4n,0,English,Male,45-54
3BAD34ED-B6ED-4305-B064-7434177C86B0,Montreal,QC,H8Y,0,English,Female,18-24
24A8464B-CD1C-4317-B8AC-19C5ACF57B70,Edmonton,AB,T6V,1020,English,Female,35-44
A1E2B59B-1D58-4836-A46C-E2CE19F591EE,Burnaby,BC,V5C,540,English,Female,35-44
2A6346C7-185E-4C3D-BCAC-FC658C1D6E09,Toronto,ON,M6K,5243,English,Male,14-17
17063F11-5195-4BE6-B513-FCFAA6CC41BC,Red Deer,AB,T4R,0,English,Male,25-34
3DD2967B-8F46-446A-8711-225C53D6D7C3,Mississauga,ON,L5E,0,English,Female,35-44
6AD93162-1BDB-4E60-BAFA-381C6E5EA58E,Toronto,ON,m1w,0,English,Male,25-34
9AD90630-910D-4B9A-BC40-E4C002B2319E,Victoria,BC,V9B,859,English,Female,35-44
34B035A3-43C4-49E7-AA75-966A76FEB986,Toronto,ON,M5V,69,English,Female,35-44
5218C923-1029-42DE-9BF6-CBEDA5F4A233,Québec,QC,G1N,750,French,Female,18-24
E3D389C1-C261-4BE8-9C0B-1C16446C99FF,Scarborough,ON,M1J,540,English,Male,35-44
4B3CBE98-14A6-4930-96AC-EF70FBF70554,Vancouver,BC,V5x,1012,English,Female,18-24
DB89B2D0-CB0E-40FC-BDE4-2959645440E7,Edmonton,AB,T5L,2432,English,Male,18-24
4523FBD8-82D4-4BC8-8390-31AAF432B08B,Milton,ON,L9T,1569,English,Male,35-44
98292A11-3964-4D25-9B0A-953634CA22E9,Chicoutimi,QC,G7h,0,French,Male,35-44
2D5327C1-4C7A-47EC-8807-CC6E52941031,Toronto,ON,M1W,1462,English,Female,25-34
AB4B1FAA-BE37-4061-943E-A298365F397F,Vancouver,BC,V6C,0,English,Male,35-44
3A64ACDA-3667-4C98-9A27-F3EE1EA3DAC2,Ottawa,ON,K0A,192,English,Male,18-24
5FB14279-4A5E-49ED-BC9F-8CB479D01DB5,North York,ON,m2m,2745,English,Male,25-34
986E0AD7-ED19-4A1E-9BA2-6445A8E32C71,Victoria,BC,v8p,1042,English,Prefer not to answer,18-24
9DA8D29F-D126-4A0E-AA16-703291262D2C,Toronto,ON,M1T,1333,English,Female,35-44
B556A7A3-A82C-472D-9DCB-C9A332715495,Ancaster,ON,L9G,2,English,Male,55+
EBFC41F7-D31B-451D-AF9D-BB3F1CF37BA6,Scarborough,ON,M1E,434,English,Female,25-34
1A4AB1A8-AA4F-4538-B5C7-EE24484B5D03,Brampton,ON,L6W,4276,English,Male,18-24
B42428C7-9B2F-44C7-9EB5-A91113CFF2C0,Carbonear,NL,A1Y,0,English,Female,45-54
BA56E43A-8BAF-44C1-B101-FE59F0DFEE14,Hawkesbury,ON,K6A,1000,English,Male,55+
7467C374-32E0-49BB-AD71-C4C8D9C7D077,Ottawa,ON,K1b,514,English,Female,18-24
01699366-5250-47AB-B694-D859EAF1CAB3,Richmond Hill Ont,ON,L4b,0,English,Female,25-34
A2BCA0AC-A6A5-44A2-BFB6-95A3C1486D37,Kitchener,ON,n2p,0,English,Female,45-54
F2151F3D-9D9B-4CF4-B2FF-5CC4E8FA0AC7,Brantford,ON,N3P,420,English,Female,25-34
3883D150-55E5-4778-A84D-B35EAA0DB27F,St Catharines,ON,L2P,6271,English,Male,35-44
38BA8BD2-9210-46E7-9F34-5EE3020E3425,Renfrew,ON,K7V,4595,English,Male,25-34
286932D1-E9F0-46FE-B2C2-9A2D80EB3F98,Kamloops,BC,v2b,200,English,Female,18-24
BFEDC3FE-1C98-483A-9A19-9D6A9AF9A3BE,Port Moody,BC,V3H,0,English,Female,25-34
910BB807-C1A4-4890-B9FA-5A69898454B7,Hamilton,ON,L9B,906,English,Female,45-54
9572DBED-A481-4A9D-8484-E85CFE1C81C2,Toronto,ON,M6M,7,English,Female,55+
3551315C-CE9E-4B42-8F94-3644CE0D79C2,Pickering,ON,l1v,402,English,Female,55+
C9216168-CCEA-47C2-858E-252C2249D31D,Toronto,ON,M4L,800,English,Male,14-17
CA4C1677-EA81-4FC7-877A-9BB4E22DD9B1,Prince Rupert,BC,V8J,950,English,Female,18-24
F1B10D2E-531D-4B73-9246-10D9FB42C54A,Flesherton,ON,N0C,1040,English,Female,25-34
FCB5D4A4-C084-4FD5-A301-E8D8DBA1BA35,Brierly Brook,NS,b2g,1087,English,Male,45-54
EBF42C06-F7BC-4CD9-9722-1D83A2A6EDB3,North Vancouver,BC,V7R,0,English,Female,45-54
68F55250-E6EE-4378-955E-4991444A8095,Kensington,PE,C0B,1024,English,Female,14-17
1C64A56B-35F9-487F-89C1-1195BAF8A53A,Surrey,BC,V3V,376,English,Male,25-34
049ED050-36D6-4976-9159-8C0C14246CFE,Abbotsford,BC,V2T,0,English,Female,18-24
C38DE37F-EB4E-4E6C-B772-E3FD90BE2CC7,Abbostrord,BC,v2S,0,English,Female,55+
93B6F6B1-D7F7-4242-B36C-4D25D1E6CD8B,Alton,ON,L7K,1100,English,Female,18-24
C99CEBDC-080E-4DD6-B1D1-1158EF666E0F,Grandfallswindsor,NL,A2A,178,English,Male,35-44
CA514E00-B181-4D96-8F5B-84A036A6235C,Vancouver,BC,V5P,848,English,Female,18-24
45C48BCF-7B8A-432E-A8D8-A95EEBAFFB4B,Ottawa,ON,K2Z,2169,English,Female,25-34
1BB20FA6-0563-408F-9278-4901E580A189,Iledeschenes,MB,R0A,1806,English,Prefer not to answer,25-34
84B28161-226D-47BE-8B12-7E5CE6F2A7A3,Maple Ridge,BC,V2X,361,English,Female,55+
C9DFB147-1C80-419F-BC52-B40FB149BEBE,Leamington,ON,N8H,1535,English,Male,18-24
EE528EB2-2D3F-4032-A6A4-C7A5E339104C,Ottawa,ON,k1c,0,English,Male,18-24
0B419340-6441-45DC-AC5B-349B21C19387,Sturgeon County,AB,T8T,360,English,Male,18-24
C3804B86-A01F-4A2A-A732-A5C39F83B04E,Thamesville,ON,n0p,1124,English,Female,25-34
C3C86B97-5784-455C-A80A-DBB9BBC6C53E,Winnipeg,MB,R3T,2554,English,Female,35-44
243EEFF7-5508-4B72-874E-0017F38DFD4C,Oakville,ON,L6K,0,English,Female,18-24
B27C0BEE-AAFD-458C-90A1-891B2D8F8EC6,Burnaby,BC,V3N,700,English,Male,35-44
161E9B8F-AE60-43EE-972D-F626A9451654,Gatineau,QC,J8R,3552,French,Male,35-44
9059DE2C-5BD9-46E4-B35C-D8AF300F93AD,Strathmore,AB,T1P,619,English,Male,25-34
E5BAF590-DBC1-480C-B82A-8A041A0466E2,Prince George,BC,V2K,2301,English,Female,55+
2A672FC0-23DF-4B0C-AED3-7CD443FC799B,Regina,SK,s4v,2531,English,Male,35-44
2B534580-8722-4B51-B27B-1E506C1D9B05,Vaughan,ON,L4K,1438,English,Male,25-34
7E7839BE-81D8-4C8E-8615-149D8C51B880,Toronto,ON,M1B,1260,English,Male,25-34
F0CDCD3E-4B1D-4E46-BD67-DBA6A196193F,Surrey,BC,V3W,16238,English,Male,18-24
9E8C43AC-837E-4D4A-8CC2-A7EFAC68FE42,Brampton,ON,L7A,3019,English,Female,18-24
23CB2BA6-252C-4BF2-BCE6-8E60A7533A40,Niagara Falls,ON,L2G,810,English,Female,18-24
62825419-9091-46E0-ADCD-7644C48DAC46,Toronto,ON,M9P,1879,English,Male,55+
746CDC6B-06FD-4BF6-907E-F852F6D4E2C8,Dieppe,NB,E1A,0,English,Male,25-34
76B6E629-E257-4F5C-AE84-425BD90289E6,Bowmanville,ON,L1c,568,English,Female,35-44
33F46E3F-F230-4602-A590-C6A3531338EE,Scarborough,ON,M1S,1100,English,Female,18-24
3E835BF1-AFF8-40E0-93F7-C46169D7DBEE,Surrey,BC,V3V,1258,English,Female,18-24
1AF705F8-E55A-4551-9340-C31E90A072A9,Stmargaretvillge,NS,B0C,66,English,Male,25-34
5335139D-7C3B-45D5-8EBB-17F537D617C4,Toronto,ON,m5t,1150,English,Male,14-17
D1876792-51D1-4C08-B6DD-04DD99DB4797,Whitby,ON,L1N,1961,English,Female,18-24
7D327642-6345-42D7-9A21-EFCFAAB47125,Toronto,ON,M2J,0,English,Male,55+
080D0F8F-A053-465A-8F3A-EF95FA6A8391,Brampton,ON,L6Y,0,English,Male,35-44
4F5F16F4-5D7D-4C6E-988B-6F24A0B4DE47,New Westminster,BC,V3M,0,English,Male,45-54
1A94AC97-34E8-40C8-8A08-9E6B376D98F8,Montreal,QC,H4V,0,English,Female,25-34
1FACDA85-8F31-4465-86E5-B2E11BE3D940,Prevost,QC,J0R,5031,French,Male,14-17
D9ACD360-407D-420A-811C-737DB4930277,Guelph,ON,N1G,0,English,Male,18-24
B8EE617E-1D5B-468E-B08F-2437D753C10A,Kingston,ON,K7P,685,English,Female,45-54
72908627-D984-44EE-BAC4-81BE9CBCF03D,Bowmanville,ON,L1C,928,English,Male,25-34
56C05F1D-6501-47F7-976F-1C569A934E40,Niagara Falls,ON,M5b,500,English,Female,18-24
70183E2D-3D9F-4EDB-9243-72994B36D294,Red Deer,AB,T4R,614,English,Female,14-17
E838BEF9-275B-461C-953D-1A5838355DA1,Brampton,ON,L6R,4995,English,Female,18-24
8D9EC175-E77C-4A3A-8BE3-6CA795CF3DC8,Beloeil,QC,J3g,0,French,Male,35-44
DC8D0BDD-009A-4DE3-9D4E-D2517A299696,Toronto,ON,M5V,303,English,Female,45-54
688F62F5-F211-4D05-A3AD-0D79E1362214,Edmonton,AB,T5L,658,English,Female,14-17
AD8A0175-4803-4867-B61F-96B9D65E885C,Scarborough,ON,M1T,0,English,Prefer not to answer,25-34
94469420-070B-4A5A-BD9C-8CEDF464475A,Québec,QC,G1X,1394,English,Female,18-24
46C933FC-DA1C-4E0C-9DF0-1A1354C8C16D,Edmonton,AB,T6L,815,English,Female,35-44
9E8D4393-AF02-407C-9E0D-C549341BEEC5,Montreal,QC,H2J,950,English,Prefer not to answer,14-17
81005011-88D0-4D2B-A749-5254E1FB5AF2,Richmondhill,ON,L4E,0,English,Female,25-34
00F5F5F2-1F21-4B91-B2C3-ABD31B2A48FA,La Salle,MB,R0G,870,English,Male,45-54
5F60C835-43FC-4EE4-8C06-89DA395C8FE8,Mississauga,ON,L4X,1035,English,Female,25-34
990630FB-AF5C-458B-9A32-EE27B5B28DA5,Winnipeg,MB,R3X,670,English,Male,35-44
178CC10A-368E-4489-BE9B-849B9824F860,Whitby,ON,L1p,0,English,Female,35-44
B56B730A-BC40-4BB3-83D2-DB7F6489E83D,Toronto,ON,N7S,745,English,Male,18-24
905A2ECC-A075-418D-96A9-0E2E47188639,Conception Bay South,NL,A1W,546,English,Male,45-54
DE9AF7AA-9015-4394-9F63-09642D425BBD,Oakville,ON,L6K,0,English,Female,14-17
7CB95C0E-2C6D-4FD9-9FA6-EFBC84D78892,Laval,QC,H7M,92,French,Male,25-34
A1F6DA3B-3542-4DDB-A8C1-275746DB8F56,Richmond,BC,V6Y,505,English,Female,18-24
F682D6D7-3AB2-488E-954B-153A0B29DCDA,Calgary,AB,T3C,0,English,Female,45-54
A995D4C1-42AF-4903-937A-80441158F58B,Toronto,ON,m6p,540,English,Male,25-34
42094284-18E1-4F7F-85A3-1AC03877335F,Edmonton,AB,T5T,150,English,Female,14-17
9310B5E7-B7A9-46D6-A734-9DFA63E1143D,Stjean,QC,J3B,600,French,Female,25-34
A0AE873D-C7A4-405E-B13B-2E5F6E590FB8,Brampton,ON,L6Y,2713,English,Male,35-44
A3A0CD35-EDA4-4288-B664-8B2D022B5FE8,Vancouver,BC,V5R,4926,English,Male,14-17
66D541E6-3CD7-4884-8226-4485EC2A0F53,Fredericton,NB,E3B,568,English,Female,25-34
FDF1C9A4-6FFD-4896-A8EB-7B07F140AF58,Lasalle,ON,N9H,681,English,Female,25-34
2987F239-08A6-429D-BA36-D394EC6989B3,Toronto,ON,M6B,924,English,Female,25-34
FAB1D2EC-1811-4C66-88BE-71282A00C0BE,Western Shore,NS,B0J,0,English,Male,35-44
328B8198-5A27-4E7A-B4D8-DAEDBD8FC82C,Wabush,NL,A0R,7593,English,Male,45-54
644C669F-BE2F-458D-909E-D1E33D765A52,Calgary,AB,T3H,0,English,Female,35-44
F93E008D-3ED0-46AC-AFC0-1BD6B3C428A3,Moose Jaw,SK,S6H,1,English,Male,14-17
DC618C4D-9AB6-45C6-BAAF-CBF5FA96DED4,Chateauguay,QC,J6J,0,English,Female,35-44
35C11D5C-71C1-4A24-AB13-019B806210CC,Montréal,QC,H1L,950,French,Female,35-44
71ACF20C-C949-40C4-8CEC-D1E560585020,Calgary,AB,T2T,3634,English,Female,18-24
5A7269C2-72F8-44BB-8745-4FA96BFD1C23,Toronto,ON,M6G,1392,English,Female,25-34
EFC5A8DC-A42F-4D73-AFA4-0B6889B16F59,Ajax,ON,L1T,0,English,Female,18-24
51C67EC2-C762-4D55-8768-342D65BB4838,Kitchener,ON,N2H,801,English,Female,45-54
F8AAE5EC-CF3A-49BB-94B4-067C32763A22,Mississauga,ON,L4Y,583,English,Female,25-34
EE211F87-3A7A-4DB3-AE7C-4D68F0DD04C9,Calgary,AB,T3H,0,English,Male,25-34
FEB6E1E0-F311-4CBF-8110-637FF37D7239,Alma,ON,N0B,1463,English,Male,14-17
E9F22775-A697-473A-B349-E89128B7C2A4,Kelowna,BC,V1V,485,English,Female,45-54
D409425A-FC74-4710-8315-7465D385C689,Toronto,ON,M2J,233,English,Male,25-34
28627BF0-7D55-4419-ACD5-7C290D7AE009,Brampton,ON,L6R,5310,English,Female,18-24
BC3151CC-4943-4CEC-A2B2-F5D58BF51EB8,Cambridge,ON,N1T,131,English,Female,14-17
553EE645-F74B-4A32-ADFE-1492E6E43EC6,Ottawa,ON,k1G,1563,English,Female,35-44
